,path,alphabet,character_number,image_name,char_id
30,Omniglot/images_background/Alphabet_of_the_Magi/character02/0710_11.png,Alphabet_of_the_Magi,character02,0710_11.png,1
31,Omniglot/images_background/Alphabet_of_the_Magi/character02/0710_12.png,Alphabet_of_the_Magi,character02,0710_12.png,1
32,Omniglot/images_background/Alphabet_of_the_Magi/character02/0710_13.png,Alphabet_of_the_Magi,character02,0710_13.png,1
33,Omniglot/images_background/Alphabet_of_the_Magi/character02/0710_14.png,Alphabet_of_the_Magi,character02,0710_14.png,1
34,Omniglot/images_background/Alphabet_of_the_Magi/character02/0710_15.png,Alphabet_of_the_Magi,character02,0710_15.png,1
40,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_01.png,Alphabet_of_the_Magi,character03,0711_01.png,2
41,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_02.png,Alphabet_of_the_Magi,character03,0711_02.png,2
42,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_03.png,Alphabet_of_the_Magi,character03,0711_03.png,2
43,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_04.png,Alphabet_of_the_Magi,character03,0711_04.png,2
44,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_05.png,Alphabet_of_the_Magi,character03,0711_05.png,2
45,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_06.png,Alphabet_of_the_Magi,character03,0711_06.png,2
46,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_07.png,Alphabet_of_the_Magi,character03,0711_07.png,2
47,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_08.png,Alphabet_of_the_Magi,character03,0711_08.png,2
48,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_09.png,Alphabet_of_the_Magi,character03,0711_09.png,2
49,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_10.png,Alphabet_of_the_Magi,character03,0711_10.png,2
50,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_11.png,Alphabet_of_the_Magi,character03,0711_11.png,2
51,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_12.png,Alphabet_of_the_Magi,character03,0711_12.png,2
52,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_13.png,Alphabet_of_the_Magi,character03,0711_13.png,2
53,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_14.png,Alphabet_of_the_Magi,character03,0711_14.png,2
54,Omniglot/images_background/Alphabet_of_the_Magi/character03/0711_15.png,Alphabet_of_the_Magi,character03,0711_15.png,2
60,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_01.png,Alphabet_of_the_Magi,character04,0712_01.png,3
61,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_02.png,Alphabet_of_the_Magi,character04,0712_02.png,3
62,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_03.png,Alphabet_of_the_Magi,character04,0712_03.png,3
63,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_04.png,Alphabet_of_the_Magi,character04,0712_04.png,3
64,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_05.png,Alphabet_of_the_Magi,character04,0712_05.png,3
65,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_06.png,Alphabet_of_the_Magi,character04,0712_06.png,3
66,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_07.png,Alphabet_of_the_Magi,character04,0712_07.png,3
67,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_08.png,Alphabet_of_the_Magi,character04,0712_08.png,3
68,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_09.png,Alphabet_of_the_Magi,character04,0712_09.png,3
69,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_10.png,Alphabet_of_the_Magi,character04,0712_10.png,3
70,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_11.png,Alphabet_of_the_Magi,character04,0712_11.png,3
71,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_12.png,Alphabet_of_the_Magi,character04,0712_12.png,3
72,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_13.png,Alphabet_of_the_Magi,character04,0712_13.png,3
73,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_14.png,Alphabet_of_the_Magi,character04,0712_14.png,3
74,Omniglot/images_background/Alphabet_of_the_Magi/character04/0712_15.png,Alphabet_of_the_Magi,character04,0712_15.png,3
80,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_01.png,Alphabet_of_the_Magi,character05,0713_01.png,4
81,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_02.png,Alphabet_of_the_Magi,character05,0713_02.png,4
82,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_03.png,Alphabet_of_the_Magi,character05,0713_03.png,4
83,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_04.png,Alphabet_of_the_Magi,character05,0713_04.png,4
84,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_05.png,Alphabet_of_the_Magi,character05,0713_05.png,4
85,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_06.png,Alphabet_of_the_Magi,character05,0713_06.png,4
86,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_07.png,Alphabet_of_the_Magi,character05,0713_07.png,4
87,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_08.png,Alphabet_of_the_Magi,character05,0713_08.png,4
88,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_09.png,Alphabet_of_the_Magi,character05,0713_09.png,4
89,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_10.png,Alphabet_of_the_Magi,character05,0713_10.png,4
90,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_11.png,Alphabet_of_the_Magi,character05,0713_11.png,4
91,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_12.png,Alphabet_of_the_Magi,character05,0713_12.png,4
92,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_13.png,Alphabet_of_the_Magi,character05,0713_13.png,4
93,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_14.png,Alphabet_of_the_Magi,character05,0713_14.png,4
94,Omniglot/images_background/Alphabet_of_the_Magi/character05/0713_15.png,Alphabet_of_the_Magi,character05,0713_15.png,4
100,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_01.png,Alphabet_of_the_Magi,character06,0714_01.png,5
101,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_02.png,Alphabet_of_the_Magi,character06,0714_02.png,5
102,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_03.png,Alphabet_of_the_Magi,character06,0714_03.png,5
103,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_04.png,Alphabet_of_the_Magi,character06,0714_04.png,5
104,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_05.png,Alphabet_of_the_Magi,character06,0714_05.png,5
105,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_06.png,Alphabet_of_the_Magi,character06,0714_06.png,5
106,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_07.png,Alphabet_of_the_Magi,character06,0714_07.png,5
107,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_08.png,Alphabet_of_the_Magi,character06,0714_08.png,5
108,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_09.png,Alphabet_of_the_Magi,character06,0714_09.png,5
109,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_10.png,Alphabet_of_the_Magi,character06,0714_10.png,5
110,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_11.png,Alphabet_of_the_Magi,character06,0714_11.png,5
111,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_12.png,Alphabet_of_the_Magi,character06,0714_12.png,5
112,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_13.png,Alphabet_of_the_Magi,character06,0714_13.png,5
113,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_14.png,Alphabet_of_the_Magi,character06,0714_14.png,5
114,Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_15.png,Alphabet_of_the_Magi,character06,0714_15.png,5
120,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_01.png,Alphabet_of_the_Magi,character07,0715_01.png,6
121,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_02.png,Alphabet_of_the_Magi,character07,0715_02.png,6
122,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_03.png,Alphabet_of_the_Magi,character07,0715_03.png,6
123,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_04.png,Alphabet_of_the_Magi,character07,0715_04.png,6
124,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_05.png,Alphabet_of_the_Magi,character07,0715_05.png,6
125,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_06.png,Alphabet_of_the_Magi,character07,0715_06.png,6
126,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_07.png,Alphabet_of_the_Magi,character07,0715_07.png,6
127,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_08.png,Alphabet_of_the_Magi,character07,0715_08.png,6
128,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_09.png,Alphabet_of_the_Magi,character07,0715_09.png,6
129,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_10.png,Alphabet_of_the_Magi,character07,0715_10.png,6
130,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_11.png,Alphabet_of_the_Magi,character07,0715_11.png,6
131,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_12.png,Alphabet_of_the_Magi,character07,0715_12.png,6
132,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_13.png,Alphabet_of_the_Magi,character07,0715_13.png,6
133,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_14.png,Alphabet_of_the_Magi,character07,0715_14.png,6
134,Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_15.png,Alphabet_of_the_Magi,character07,0715_15.png,6
140,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_01.png,Alphabet_of_the_Magi,character08,0716_01.png,7
141,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_02.png,Alphabet_of_the_Magi,character08,0716_02.png,7
142,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_03.png,Alphabet_of_the_Magi,character08,0716_03.png,7
143,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_04.png,Alphabet_of_the_Magi,character08,0716_04.png,7
144,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_05.png,Alphabet_of_the_Magi,character08,0716_05.png,7
145,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_06.png,Alphabet_of_the_Magi,character08,0716_06.png,7
146,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_07.png,Alphabet_of_the_Magi,character08,0716_07.png,7
147,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_08.png,Alphabet_of_the_Magi,character08,0716_08.png,7
148,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_09.png,Alphabet_of_the_Magi,character08,0716_09.png,7
149,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_10.png,Alphabet_of_the_Magi,character08,0716_10.png,7
150,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_11.png,Alphabet_of_the_Magi,character08,0716_11.png,7
151,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_12.png,Alphabet_of_the_Magi,character08,0716_12.png,7
152,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_13.png,Alphabet_of_the_Magi,character08,0716_13.png,7
153,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_14.png,Alphabet_of_the_Magi,character08,0716_14.png,7
154,Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_15.png,Alphabet_of_the_Magi,character08,0716_15.png,7
160,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_01.png,Alphabet_of_the_Magi,character09,0717_01.png,8
161,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_02.png,Alphabet_of_the_Magi,character09,0717_02.png,8
162,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_03.png,Alphabet_of_the_Magi,character09,0717_03.png,8
163,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_04.png,Alphabet_of_the_Magi,character09,0717_04.png,8
164,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_05.png,Alphabet_of_the_Magi,character09,0717_05.png,8
165,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_06.png,Alphabet_of_the_Magi,character09,0717_06.png,8
166,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_07.png,Alphabet_of_the_Magi,character09,0717_07.png,8
167,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_08.png,Alphabet_of_the_Magi,character09,0717_08.png,8
168,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_09.png,Alphabet_of_the_Magi,character09,0717_09.png,8
169,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_10.png,Alphabet_of_the_Magi,character09,0717_10.png,8
170,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_11.png,Alphabet_of_the_Magi,character09,0717_11.png,8
171,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_12.png,Alphabet_of_the_Magi,character09,0717_12.png,8
172,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_13.png,Alphabet_of_the_Magi,character09,0717_13.png,8
173,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_14.png,Alphabet_of_the_Magi,character09,0717_14.png,8
174,Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_15.png,Alphabet_of_the_Magi,character09,0717_15.png,8
180,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_01.png,Alphabet_of_the_Magi,character10,0718_01.png,9
181,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_02.png,Alphabet_of_the_Magi,character10,0718_02.png,9
182,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_03.png,Alphabet_of_the_Magi,character10,0718_03.png,9
183,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_04.png,Alphabet_of_the_Magi,character10,0718_04.png,9
184,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_05.png,Alphabet_of_the_Magi,character10,0718_05.png,9
185,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_06.png,Alphabet_of_the_Magi,character10,0718_06.png,9
186,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_07.png,Alphabet_of_the_Magi,character10,0718_07.png,9
187,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_08.png,Alphabet_of_the_Magi,character10,0718_08.png,9
188,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_09.png,Alphabet_of_the_Magi,character10,0718_09.png,9
189,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_10.png,Alphabet_of_the_Magi,character10,0718_10.png,9
190,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_11.png,Alphabet_of_the_Magi,character10,0718_11.png,9
191,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_12.png,Alphabet_of_the_Magi,character10,0718_12.png,9
192,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_13.png,Alphabet_of_the_Magi,character10,0718_13.png,9
193,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_14.png,Alphabet_of_the_Magi,character10,0718_14.png,9
194,Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_15.png,Alphabet_of_the_Magi,character10,0718_15.png,9
200,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_01.png,Alphabet_of_the_Magi,character11,0719_01.png,10
201,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_02.png,Alphabet_of_the_Magi,character11,0719_02.png,10
202,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_03.png,Alphabet_of_the_Magi,character11,0719_03.png,10
203,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_04.png,Alphabet_of_the_Magi,character11,0719_04.png,10
204,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_05.png,Alphabet_of_the_Magi,character11,0719_05.png,10
205,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_06.png,Alphabet_of_the_Magi,character11,0719_06.png,10
206,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_07.png,Alphabet_of_the_Magi,character11,0719_07.png,10
207,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_08.png,Alphabet_of_the_Magi,character11,0719_08.png,10
208,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_09.png,Alphabet_of_the_Magi,character11,0719_09.png,10
209,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_10.png,Alphabet_of_the_Magi,character11,0719_10.png,10
210,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_11.png,Alphabet_of_the_Magi,character11,0719_11.png,10
211,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_12.png,Alphabet_of_the_Magi,character11,0719_12.png,10
212,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_13.png,Alphabet_of_the_Magi,character11,0719_13.png,10
213,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_14.png,Alphabet_of_the_Magi,character11,0719_14.png,10
214,Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_15.png,Alphabet_of_the_Magi,character11,0719_15.png,10
220,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_01.png,Alphabet_of_the_Magi,character12,0720_01.png,11
221,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_02.png,Alphabet_of_the_Magi,character12,0720_02.png,11
222,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_03.png,Alphabet_of_the_Magi,character12,0720_03.png,11
223,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_04.png,Alphabet_of_the_Magi,character12,0720_04.png,11
224,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_05.png,Alphabet_of_the_Magi,character12,0720_05.png,11
225,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_06.png,Alphabet_of_the_Magi,character12,0720_06.png,11
226,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_07.png,Alphabet_of_the_Magi,character12,0720_07.png,11
227,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_08.png,Alphabet_of_the_Magi,character12,0720_08.png,11
228,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_09.png,Alphabet_of_the_Magi,character12,0720_09.png,11
229,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_10.png,Alphabet_of_the_Magi,character12,0720_10.png,11
230,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_11.png,Alphabet_of_the_Magi,character12,0720_11.png,11
231,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_12.png,Alphabet_of_the_Magi,character12,0720_12.png,11
232,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_13.png,Alphabet_of_the_Magi,character12,0720_13.png,11
233,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_14.png,Alphabet_of_the_Magi,character12,0720_14.png,11
234,Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_15.png,Alphabet_of_the_Magi,character12,0720_15.png,11
240,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_01.png,Alphabet_of_the_Magi,character13,0721_01.png,12
241,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_02.png,Alphabet_of_the_Magi,character13,0721_02.png,12
242,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_03.png,Alphabet_of_the_Magi,character13,0721_03.png,12
243,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_04.png,Alphabet_of_the_Magi,character13,0721_04.png,12
244,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_05.png,Alphabet_of_the_Magi,character13,0721_05.png,12
245,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_06.png,Alphabet_of_the_Magi,character13,0721_06.png,12
246,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_07.png,Alphabet_of_the_Magi,character13,0721_07.png,12
247,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_08.png,Alphabet_of_the_Magi,character13,0721_08.png,12
248,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_09.png,Alphabet_of_the_Magi,character13,0721_09.png,12
249,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_10.png,Alphabet_of_the_Magi,character13,0721_10.png,12
250,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_11.png,Alphabet_of_the_Magi,character13,0721_11.png,12
251,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_12.png,Alphabet_of_the_Magi,character13,0721_12.png,12
252,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_13.png,Alphabet_of_the_Magi,character13,0721_13.png,12
253,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_14.png,Alphabet_of_the_Magi,character13,0721_14.png,12
254,Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_15.png,Alphabet_of_the_Magi,character13,0721_15.png,12
260,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_01.png,Alphabet_of_the_Magi,character14,0722_01.png,13
261,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_02.png,Alphabet_of_the_Magi,character14,0722_02.png,13
262,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_03.png,Alphabet_of_the_Magi,character14,0722_03.png,13
263,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_04.png,Alphabet_of_the_Magi,character14,0722_04.png,13
264,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_05.png,Alphabet_of_the_Magi,character14,0722_05.png,13
265,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_06.png,Alphabet_of_the_Magi,character14,0722_06.png,13
266,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_07.png,Alphabet_of_the_Magi,character14,0722_07.png,13
267,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_08.png,Alphabet_of_the_Magi,character14,0722_08.png,13
268,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_09.png,Alphabet_of_the_Magi,character14,0722_09.png,13
269,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_10.png,Alphabet_of_the_Magi,character14,0722_10.png,13
270,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_11.png,Alphabet_of_the_Magi,character14,0722_11.png,13
271,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_12.png,Alphabet_of_the_Magi,character14,0722_12.png,13
272,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_13.png,Alphabet_of_the_Magi,character14,0722_13.png,13
273,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_14.png,Alphabet_of_the_Magi,character14,0722_14.png,13
274,Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_15.png,Alphabet_of_the_Magi,character14,0722_15.png,13
280,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_01.png,Alphabet_of_the_Magi,character15,0723_01.png,14
281,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_02.png,Alphabet_of_the_Magi,character15,0723_02.png,14
282,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_03.png,Alphabet_of_the_Magi,character15,0723_03.png,14
283,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_04.png,Alphabet_of_the_Magi,character15,0723_04.png,14
284,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_05.png,Alphabet_of_the_Magi,character15,0723_05.png,14
285,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_06.png,Alphabet_of_the_Magi,character15,0723_06.png,14
286,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_07.png,Alphabet_of_the_Magi,character15,0723_07.png,14
287,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_08.png,Alphabet_of_the_Magi,character15,0723_08.png,14
288,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_09.png,Alphabet_of_the_Magi,character15,0723_09.png,14
289,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_10.png,Alphabet_of_the_Magi,character15,0723_10.png,14
290,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_11.png,Alphabet_of_the_Magi,character15,0723_11.png,14
291,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_12.png,Alphabet_of_the_Magi,character15,0723_12.png,14
292,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_13.png,Alphabet_of_the_Magi,character15,0723_13.png,14
293,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_14.png,Alphabet_of_the_Magi,character15,0723_14.png,14
294,Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_15.png,Alphabet_of_the_Magi,character15,0723_15.png,14
